id,name,301_redirect,permalink,entityType,givenName,familyName,sortName,alternateName,gender,birthDate,birthPlace,deathDate,deathPlace,webpage,relatedWebpage,sameAs,image
1008278,Giovanni Battista Tiepolo,,,Person,,,"Tiepolo, Giovanni B.","",Male,1696-01-01,"Venice (Venezia province, Veneto, Italy)",1770-01-01,"Madrid (Madrid province, Comunidad de Madrid, Spain)",,,http://vocab.getty.edu/ulan/500018523,
1008246,Jean Pierre Thiboust,,,Person,,,"Thiboust, Jean P.","",Male,1763-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1824-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500018148,
1008227,John Edward Terrey,,,Person,,,"Terrey, John E.","",Male,1816-01-01,London,,,,,"",
1008164,Arthur Fitzwilliam Tait,,,Person,,,"Tait, Arthur F.","",Male,1819-01-01,"Liverpool urban district (England, United Kingdom)",1905-01-01,"Yonkers (Westchester county, New York state, United States)",,,http://vocab.getty.edu/ulan/500023688,
1008136,Luke Swank,,,Person,,,"Swank, Luke","",Male,1890-01-01,"Johnstown, PA",1944-01-01,,,,http://vocab.getty.edu/ulan/500037019,
1008119,Thomas Sully,,,Person,,,"Sully, Thomas","",Male,1783-01-01,"Horncastle (Lincolnshire, England, United Kingdom)",1872-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)",,,http://vocab.getty.edu/ulan/500006873,
1002996,Pauline Winchester Inman,,,Person,,,"Inman, Pauline W.","",Female,1904-01-01,"Chicago, IL",1990-01-01,,,http://www.aaa.si.edu/collections/pauline-winchester-inman-papers-10646/Who,"",
1008027,Ralph Steiner,,,Person,,,"Steiner, Ralph","",Male,1889-01-01,"Cleveland (Cuyahoga county, Ohio, United States)",1986-01-01,"Hanover (Grafton county, New Hampshire, United States)",,,http://vocab.getty.edu/ulan/500022058,
1008016,Bernard Steffen,,,Person,,,"Steffen, Bernard","",Male,1907-01-01,"Neodesha (Wilson county, Kansas, United States)",1980-01-01,,,,http://vocab.getty.edu/ulan/500055724,
1008013,Frederic Dorr Steele,,,Person,,,"Steele, Frederic D.","",Male,1873-01-01,"USA, Michigan, Marquette",1944-01-01,,,,http://vocab.getty.edu/ulan/500093809,
1008008,Theodore Starr,,,Person,,,"Starr, Theodore","",Male,1875-01-01,,1918-01-01,,,,"",
1008007,James Stark,,,Person,,,"Stark, James","",Male,1794-01-01,"Norwich (Norfolk county, England, United Kingdom)",1859-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500006776,
1007939,Erin Sparleno,,,Person,,,"Sparleno, Erin","",Female,1900-01-01,,,,,,"",
1007928,Pieter Soutman,,,Person,,,"Soutman, Pieter","",Male,1580-01-01,"Haarlem (North Holland, Netherlands)",1657-01-01,"Haarlem (North Holland, Netherlands)",,,http://vocab.getty.edu/ulan/500028313,
1007915,William L. Sonntag,,,Person,,,"Sonntag, William L.","",Male,1822-01-01,"East Liberty, PA",1900-01-01,"New York, NY",,,http://vocab.getty.edu/ulan/500010750,
1007903,Sir John Soane,,,Person,,,"Soane, John","",Male,1753-01-01,"Reading (England, United Kingdom)",1837-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500001142,
1007881,John Moyr Smith,,,Person,,,"Smith, John M.","",Male,1868-01-01,,1894-01-01,,,,http://vocab.getty.edu/ulan/500009505,
1007874,Frank L. Smith,,,Person,,,"Smith, Frank L.","",Male,1887-01-01,,1891-01-01,,,,"",
1007866,Brandon Smith,,,Person,,,"Smith, Brandon","",Male,1889-01-01,,1962-01-01,,,,"",
1007862,James D. Smillie,,,Person,,,"Smillie, James D.","",Male,1833-01-01,"New York City (New York state, United States)",1909-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500019130,
1007864,James Smillie,,,Person,,,"Smillie, James","",Male,1807-01-01,"Edinburgh (Edinburgh, Scotland, United Kingdom)",1885-01-01,"Poughkeepsie (Dutchess county, New York state, United States)",,,http://vocab.getty.edu/ulan/500020372,
1007860,John Smart,,,Person,,,"Smart, John","",Male,1742-01-01,"Norwich (Norfolk county, England, United Kingdom)",1811-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500000541,
1007851,Nick Skarlis,,,Person,,,"Skarlis, Nick","",Male,1940-01-01,,1966-01-01,,,,"",
1007850,Abraham Sissman,,,Person,,,"Sissman, Abraham","",Male,1912-01-01,,1940-01-01,,,,"",
1007845,Heinrich Sintzenich,,,Person,,,"Sintzenich, Heinrich","",Male,1752-01-01,"Mannheim (Karlsruhe district, Baden-Württemberg, Germany)",1812-01-01,"Munich (Oberbayern, Bavaria, Germany)",,,http://vocab.getty.edu/ulan/500004485,
1007835,Pierre Simon,,,Person,,,"Simon, Pierre","",Male,1640-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1710-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500017668,
1007826,Melvin Frank Silverman,,,Person,,,"Silverman, Melvin F.","",Male,1931-01-01,,1966-01-01,,,,"",
1007801,Elizabeth Shoumatoff,,,Person,,,"Shoumatoff, Elizabeth","",Female,1888-01-01,,1980-01-01,,,,http://vocab.getty.edu/ulan/500055630,
1007792,Helen Shirk,,,Person,,,"Shirk, Helen","",Female,1942-01-01,"Buffalo, NY",,,,http://www.craftinamerica.org/artists_metal/story_353.php?,http://vocab.getty.edu/ulan/500079201,
1007756,Samuel Shelley,,,Person,,,"Shelley, Samuel","",Male,1750-01-01,"London (Greater London, England, United Kingdom)",1808-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500024494,
1007747,Joshua Shaw,,,Person,,,"Shaw, Joshua","",Male,1776-01-01,"Billingborough (Lincolnshire, England, United Kingdom)",1860-01-01,"Bordentown (Burlington county, New Jersey, United States)",,,http://vocab.getty.edu/ulan/500030051,
1001740,Victor Durand,,,Person,,,"Durand, Victor","",Male,1870-01-01,France,1931-01-01,,,,"",
1001819,Jacob Eichholtz,,,Person,,,"Eichholtz, Jacob","",Male,1776-01-01,,1842-01-01,,,,"",
1007614,Michael Scheiner,,,Person,,,"Scheiner, Michael","",Male,1956-01-01,,,,,http://web.mit.edu/glasslab/hl_scheiner.html,"",
1007604,Morton Livingston Schamberg,,,Person,,,"Schamberg, Morton L.","",Male,1882-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)",1918-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)",,,http://vocab.getty.edu/ulan/500008889,
1007600,Rolph Scarlett,,,Person,,,"Scarlett, Rolph","",Male,1889-01-01,"Guelph (Ontario, Canada)",1984-01-01,,,,http://vocab.getty.edu/ulan/500033809,
1007562,Joel Sanders,,,Person,,,"Sanders, Joel","",Male,1956-01-01,,,,,http://www.joelsandersarchitect.com/jsa.html,http://vocab.getty.edu/ulan/500231517,
1007560,August Sander,,,Person,,,"Sander, August","",Male,1876-01-01,"Herdorf (Koblenz district, Rhineland Palatinate, Germany)",1964-01-01,"Cologne (Köln district, North Rhine-Westphalia, Germany)",,,http://vocab.getty.edu/ulan/500008096,
1007558,Guglielmo de Sanctis,,,Person,,,"Sanctis, Guglielmo de","",Male,1829-01-01,"Rome (Roma province, Lazio, Italy)",1911-01-01,"Rome (Roma province, Lazio, Italy)",,,http://vocab.getty.edu/ulan/500050616,
1007546,Jacques François Joesph Saly,,,Person,,,"Saly, Jacques F.","",Male,1717-01-01,"Valenciennes (Nord, Nord-Pas-de-Calais, France)",1776-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500023466,
1007528,Charles Edme Saint-Marcel-Cabin,,,Person,,,"Saint-Marcel-Cabin, Charles E.","",Male,1819-01-01,,1890-01-01,,,,http://vocab.getty.edu/ulan/500041180,
1007521,Gabriel de Saint-Aubin,,,Person,,,"Saint-Aubin, Gabriel de","",Male,1724-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1780-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500022865,
1007509,Margery Ryerson,,,Person,,,"Ryerson, Margery","",Female,1886-01-01,"Morristown (Middlesex county, New Jersey, United States)",1989-01-01,New York state (United States),,,http://vocab.getty.edu/ulan/500055567,
1007507,Jaromir Rybak,,,Person,,,"Rybak, Jaromir","",Male,1952-01-01,,,,,http://www.rybakjaromir.cz/en/,http://vocab.getty.edu/ulan/500256976,
1007502,Rudolph Ruzicka,,,Person,,,"Ruzicka, Rudolph","",Male,1883-01-01, Bohemia (Czech Republic),1978-01-01,"Hanover (Grafton county, New Hampshire, United States)",,,http://vocab.getty.edu/ulan/500040796,
1007492,Morgan Russell,,,Person,,,"Russell, Morgan","",Male,1884-01-01,"New York City (New York state, United States)",1953-01-01,"Broomall (Delaware county, Pennsylvania, United States)",,,http://vocab.getty.edu/ulan/500028605,
1002315,Hans Glaser,,,Person,,,"Glaser, Hans","",Male,1540-01-01,,1561-01-01,,,,"",
1007468,Theodore Rousseau,,,Person,,,"Rousseau, Theodore","",Male,1812-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1867-01-01,"Barbizon (Seine-et-Marne, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500019946,
1007466,Jean Louis Roullet,,,Person,,,"Roullet, Jean L.","",Male,1645-01-01,"Arles (Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France)",1699-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500057048,
1007462,Arthur Rothstein,,,Person,,,"Rothstein, Arthur","",Male,1915-01-01,"New York, New York",1985-01-01,"New Rochelle, NY",,,http://vocab.getty.edu/ulan/500004799,
1007420,Louis C. Rosenberg,,,Person,,,"Rosenberg, Louis C.","",Male,1890-01-01,"Portland (Multnomah county, Oregon, United States)",1983-01-01,,,,http://vocab.getty.edu/ulan/500070031,
1007419,James Naumberg Rosenberg,,,Person,,,"Rosenberg, James N.","",Male,1874-01-01,"Allegheny City (Pittsburgh, Allegheny county, Pennsylvania, United States)",1961-01-01,,,,http://vocab.getty.edu/ulan/500041048,
1007410,Salvator Rosa,,,Person,,,"Rosa, Salvator","",Male,1615-01-01,"Naples (Napoli province, Campania, Italy)",1673-01-01,"Rome (Roma province, Lazio, Italy)",,,http://vocab.getty.edu/ulan/500011328,
1007398,Emick Romer,,,Person,,,"Romer, Emick","",Male,1758-01-01,,1775-01-01,,,,http://vocab.getty.edu/ulan/500058295,
1007386,Nathaniel Rogers,,,Person,,,"Rogers, Nathaniel","",Male,1788-01-01,"Bridgehampton (Suffolk county, New York state, United States)",1844-01-01,"Bridgehampton (Suffolk county, New York state, United States)",,,http://vocab.getty.edu/ulan/500014728,
1007136,Levi W. Prentice,,,Person,,,"Prentice, Levi W.","",Male,1851-01-01,,1935-01-01,,,,http://vocab.getty.edu/ulan/500017078,
1007179,Earl Purdy,,,Person,,,"Purdy, Earl","",Male,1892-01-01,,1971-01-01,,,,http://vocab.getty.edu/ulan/500046120,
1003816,Joseph Locke,,,Person,,,"Locke, Joseph","",Male,1846-01-01,"Worcester, England",1936-01-01,,,,http://vocab.getty.edu/ulan/500097005,
1007108,Eliot Porter,,,Person,,,"Porter, Eliot","",Male,1901-01-01,"Winnetka (Cook county, Illinois, United States)",1990-01-01,"Santa Fe (Santa Fe county, New Mexico, United States)",,,http://vocab.getty.edu/ulan/500007426,
1004452,George Laurence Nelson,,,Person,,,"Nelson, George L.","",Male,1887-01-01,"New York City (New York state, United States)",1978-01-01,,,,http://vocab.getty.edu/ulan/500019431,
1007056,Hobson Pittman,,,Person,,,"Pittman, Hobson","",Male,1899-01-01,North Carolina (United States),1972-01-01,"Bryn Mawr (Delaware county, Pennsylvania, United States)",,,http://vocab.getty.edu/ulan/500010049,
1007051,Nicolas Pitau I,,,Person,,,"Pitau, Nicolas","",Male,1633-01-01,"Antwerp (Antwerpen province, Flanders, Belgium)",1676-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500060475,
1007048,Giovanni Battista Piranesi,,,Person,,,"Piranesi, Giovanni B.","",Male,1720-01-01,"Mogliano (Macerata province, Marches, Italy)",1778-01-01,"Rome (Roma province, Lazio, Italy)",,,http://vocab.getty.edu/ulan/500114965,
1007047,Francesco Piranesi,,,Person,,,"Piranesi, Francesco","",Male,1758-01-01,"Rome (Roma province, Lazio, Italy)",1810-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500018927,
1007024,Francis Picabia,,,Person,,,"Picabia, Francis","",Male,1879-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1953-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500006325,
1007019,"Thomas Phillips, R.A.",,,Person,,,"Phillips, Thomas","",Male,1770-01-01,"Dudley (West Midlands, England, United Kingdom)",1845-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500020549,
1007011,Jean Jacques Pfister,,,Person,,,"Pfister, Jean J.","",Male,1878-01-01,"Basel (Basel-Stadt, Switzerland)",1949-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500053895,
1007005,John F. Peto,,,Person,,,"Peto, John F.","",Male,1854-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)",1907-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500030892,
1007002,William Pether,,,Person,,,"Pether, William","",Male,1739-01-01,"Carlisle (Cumbria, England, United Kingdom)",1821-01-01,"Bristol (Bristol, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500018007,
1004418,Robert Nanteuil,,,Person,,,"Nanteuil, Robert","",Male,1623-01-01,"Rheims (Marne, Champagne-Ardenne, France)",1678-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500023363,
1004391,Eadweard Muybridge,,,Person,,,"Muybridge, Eadweard","",Male,1830-01-01,"Kingston upon Thames (Greater London, England, United Kingdom)",1904-01-01,"Kingston upon Thames (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500115207,
1004389,Auguste Henri Musin,,,Person,,,"Musin, Auguste H.","",Male,1852-01-01,"Ostend (West-Vlaanderen, Flanders, Belgium)",1920-01-01,,,,http://vocab.getty.edu/ulan/500004720,
1004377,Bartolome Esteban Murillo,,,Person,,,"Murillo, Bartolome E.","",Male,1618-01-01,"Seville (Sevilla province, Andalusia, Spain)",1682-01-01,"Seville (Sevilla province, Andalusia, Spain)",,,http://vocab.getty.edu/ulan/500007425,
1004351,William Sydney Mount,,,Person,,,"Mount, William S.","",Male,1807-01-01,"Setauket (Suffolk county, New York state, United States)",1868-01-01,"Setauket (Suffolk county, New York state, United States)",,,http://vocab.getty.edu/ulan/500017404,
1007133,Charles Prendergast,,,Person,,,"Prendergast, Charles","",Male,1869-01-01,"Boston, MA",1948-01-01,"Norwalk, CT",,,http://vocab.getty.edu/ulan/500009511,
1007137,Josef Presser,,,Person,,,"Presser, Josef","",Male,1907-01-01,"Lublin, Poland",1967-01-01,"Paris, France",,,"",
1007189,Gertrude Quastler,,,Person,,,"Quastler, Gertrude","",Female,1909-01-01,"Vienna, Austria",1963-01-01,"Brookhaven, NY",,,"",
1007280,John Massey Rhind,,,Person,,,"Rhind, John M.","",Male,1858-01-01,"Edinburgh, Scotland",1936-01-01,"New York, NY",,,http://vocab.getty.edu/ulan/500060779,
1007709,John Sennhauser,,,Person,,,"Sennhauser, John","",Male,1907-01-01,"Rorschach, Switzerland",1978-01-01,,,,"",
1007981,Benton Murdoch Spruance,,,Person,,,"Spruance, Benton M.","",Male,1904-01-01,"Philadelphia, PA",1967-01-01,"Philadelphia, PA",,,http://vocab.getty.edu/ulan/500055755,
1004344,Robert Moses,,,Person,,,"Moses, Robert","",Male,1888-01-01,,1981-01-01,,,,http://vocab.getty.edu/ulan/500012860,
1004330,Jasper Morrison,,,Person,,,"Morrison, Jasper","",Male,1959-01-01,"London, England",,,,http://www.jaspermorrison.com/,http://vocab.getty.edu/ulan/500048491,
1003226,Charles Frederick Kandler,,,Person,,,"Kandler, Charles F.","",Male,1714-01-01,Germany,,,,,"",
1004315,George Morland,,,Person,,,"Morland, George","",Male,1763-01-01,"London (Greater London, England, United Kingdom)",1804-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500031295,
1004307,Barbara Morgan,,,Person,,,"Morgan, Barbara","",Female,1900-01-01,"Buffalo (Wilson county, Kansas, United States)",1992-01-01,"Sleepy Hollow (Westchester county, New York state, United States)",,,http://vocab.getty.edu/ulan/500023840,
1004305,Paulus Moreelse,,,Person,,,"Moreelse, Paulus","",Male,1571-01-01,"Utrecht (Utrecht province, Netherlands)",1638-01-01,"Utrecht (Utrecht province, Netherlands)",,,http://vocab.getty.edu/ulan/500006080,
1003705,Jean-Michel le Jeune Moreau,,,Person,,,"Moreau, Jean-Michel le Jeune","",Male,1741-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1814-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500028967,
1004303,Thomas Moran,,,Person,,,"Moran, Thomas","",Male,1837-01-01,"Bolton (Bolton, England, United Kingdom)",1926-01-01,"Santa Barbara (Santa Barbara county, California, United States)",,,http://vocab.getty.edu/ulan/500015257,
1004295,Edward C. Moore,,,Person,,,"Moore, Edward C.","",Male,1835-01-01,,1891-01-01,,,,http://vocab.getty.edu/ulan/500082289,
1004294,Albert Moore,,,Person,,,"Moore, Albert","",Male,1841-01-01,"York (York, England, United Kingdom)",1893-01-01,"London (Greater London, England, United Kingdom)",,,http://vocab.getty.edu/ulan/500020062,
1004292,Adolphe Monticelli,,,Person,,,"Monticelli, Adolphe","",Male,1824-01-01,"Marseilles (Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France)",1886-01-01,"Marseilles (Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, France)",,,http://vocab.getty.edu/ulan/500000984,
1008775,Garry Winogrand,,,Person,,,"Winogrand, Garry","",Male,1928-01-01,,1984-01-01,,,,"",
1004285,Charles Monnet,,,Person,,,"Monnet, Charles","",Male,1732-01-01,,1808-01-01,,,,http://vocab.getty.edu/ulan/500016714,
1004270,Amedeo Modigliani,,,Person,,,"Modigliani, Amedeo","",Male,1884-01-01,"Livorno (Livorno province, Tuscany, Italy)",1920-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500026509,
1004255,Antonio Missaglia,,,Person,,,"Missaglia, Antonio","",Male,1450-01-01,,1492-01-01,,,,"",
1004242,Clark Mills,,,Person,,,"Mills, Clark","",Male,1815-01-01,,1883-01-01,,,,http://vocab.getty.edu/ulan/500024114,
1004235,Richard E. Miller,,,Person,,,"Miller, Richard E.","",Male,1875-01-01,"USA, Missouri, St. Louis",1943-01-01,,,,http://vocab.getty.edu/ulan/500014127,
1004211,Raoul Millais,,,Person,,,"Millais, Raoul","",Male,1901-01-01,,1999-01-01,,,,http://vocab.getty.edu/ulan/500001780,
1004195,Peter Meure,,,Person,,,"Meure, Peter","",Male,1750-01-01,,1755-01-01,,,,http://vocab.getty.edu/ulan/500082382,
1004194,Constantin Meunier,,,Person,,,"Meunier, Constantin","",Male,1831-01-01,"Etterbeek (Bruxelles region, Belgium)",1905-01-01,"Ixelles (Bruxelles region, Belgium)",,,http://vocab.getty.edu/ulan/500000662,
1004192,Conrad Martin Metz,,,Person,,,"Metz, Conrad M.","",Male,1745-01-01,"Bonn (Köln district, North Rhine-Westphalia, Germany)",1827-01-01,,,,http://vocab.getty.edu/ulan/500026889,
1004187,Eliab Metcalf,,,Person,,,"Metcalf, Eliab","",Male,1785-01-01,"Franklin (Norfolk county, Massachusetts, United States)",1834-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500019609,
1004180,Charles Meryon,,,Person,,,"Meryon, Charles","",Male,1821-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1868-01-01,"Charenton-le-Pont (Val-de-Marne, Ile-de-France, France)",,,http://vocab.getty.edu/ulan/500001302,
1004140,Leo Meissner,,,Person,,,"Meissner, Leo","",Male,1895-01-01,"Hamtramck (Wayne county, Michigan, United States)",1977-01-01,,,,http://vocab.getty.edu/ulan/500050071,
1008465,Israhel van Meckenem,,,Person,,,"Meckenem, Israhel van","",Male,1440-01-01,"Meckenheim (Köln district, North Rhine-Westphalia, Germany)",1503-01-01,"Bocholt (Münster district, North Rhine-Westphalia, Germany)",,,http://vocab.getty.edu/ulan/500009306,
1004116,John McLaughlin,,,Person,,,"McLaughlin, John","",Male,1898-01-01,,1976-01-01,,,,http://vocab.getty.edu/ulan/500197239,
1004084,Trevor McClurg,,,Person,,,"McClurg, Trevor","",Male,1816-01-01,"Philadelphia (Philadelphia county, Pennsylvania, United States)",1893-01-01,,,,http://vocab.getty.edu/ulan/500063384,
1004079,Henry McCarter,,,Person,,,"McCarter, Henry","",Male,1865-01-01,"Norristown (Montgomery county, Pennsylvania, United States)",1942-01-01,,,,http://vocab.getty.edu/ulan/500024822,
1004072,Warren McArthur,,,Person,,,"McArthur, Warren","",Male,1885-01-01,,1961-01-01,,,,http://vocab.getty.edu/ulan/500232615,
1004069,Giuseppe Mazza,,,Person,,,"Mazza, Giuseppe","",Male,1700-01-01,,1799-01-01,,,,"",
1004060,Elijah Mayer,,,Person,,,"Mayer, Elijah","",Male,1770-01-01,,1813-01-01,,,,http://vocab.getty.edu/ulan/500106366,
1004054,Alfred Maurer,,,Person,,,"Maurer, Alfred H.","",Male,1868-01-01,,1932-01-01,,,,http://vocab.getty.edu/ulan/500025666,
1004051,Henry E. Mattson,,,Person,,,"Mattson, Henry E.","",Male,1887-01-01,"Göteborg (Västra Götaland, Sweden)",1971-01-01,"Woodstock (Greene county, New York state, United States)",,,http://vocab.getty.edu/ulan/500015760,
1004048,Tompkins Harrison Matteson,,,Person,,,"Matteson, Tompkins H.","",Male,1813-01-01,,1884-01-01,,,,http://vocab.getty.edu/ulan/500013261,
1004046,Gordon Matta-Clark,,,Person,,,"Matta-Clark, Gordon","",Male,1943-01-01,"New York City (New York state, United States)",1978-01-01,"Nyack (Rockland county, New York state, United States)",,,http://vocab.getty.edu/ulan/500000316,
1004026,Master I.B.,,,Person,,,Master I.B.,"",Male,1525-01-01,,1530-01-01,,,,http://vocab.getty.edu/ulan/500050620,
1004024,Antoine Masson,,,Person,,,"Masson, Antoine","",Male,1636-01-01,"Loury (Loiret, Centre region, France)",1700-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500003609,
1004023,André Masson,,,Person,,,"Masson, André","",Male,1896-01-01,"Balagne (Haute-Corse, Corsica, France)",1987-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500030295,
1004012,Concetta Mason,,,Person,,,"Mason, Concetta","",Female,1956-01-01,,,,,,http://vocab.getty.edu/ulan/500086765,
1004002,Reinhold Martin,,,Person,,,"Martin, Reinhold","",Male,1964-01-01,,,,,http://www.martinbaxi.com/,"",
1003999,Homer D. Martin,,,Person,,,"Martin, Homer D.","",Male,1836-01-01,"Albany (Albany county, New York state, United States)",1897-01-01,"Saint Paul (Ramsey county, Minnesota, United States)",,,http://vocab.getty.edu/ulan/500012061,
1003991,William Edgar Marshall,,,Person,,,"Marshall, William E.","",Male,1837-01-01,,1906-01-01,,,,http://vocab.getty.edu/ulan/500118084,
1003982,Dante Marioni,,,Person,,,"Marioni, Dante","",Male,1964-01-01,,,,,http://www.dantemarioni.com/,"",
1003976,Marino Marini,,,Person,,,"Marini, Marino","",Male,1901-01-01,"Pistoia (Pistoia province, Tuscany, Italy)",1980-01-01,"Viareggio (Lucca province, Tuscany, Italy)",,,http://vocab.getty.edu/ulan/500031294,
1003978,Joseph C. Marin,,,Person,,,"Marin, Joseph C.","",Male,1759-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1834-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500013262,
1003966,Virgilio Marchi,,,Person,,,"Marchi, Virgilio","",Male,1895-01-01,"Livorno (Livorno province, Tuscany, Italy)",1960-01-01,"Rome (Roma province, Lazio, Italy)",,,http://vocab.getty.edu/ulan/500017399,
1003961,Robert Mapplethorpe,,,Person,,,"Mapplethorpe, Robert","",Male,1947-01-01,"New York City (New York state, United States)",1989-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500090430,
1003956,Paul Howard Manship,,,Person,,,"Manship, Paul H.","",Male,1885-01-01,"Saint Paul (Ramsey county, Minnesota, United States)",1966-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500032239,
1002530,Thomas Malie,,,Person,,,"Malie, Thomas","",Male,1700-01-01,,1789-01-01,,,,http://vocab.getty.edu/ulan/500109686,
1003165,Daisy Makeig-Jones,,,Person,,,"Makeig-Jones, Daisy","",Female,1881-01-01,"Wath-upon-Dearne, Yorkshire",1945-01-01,,,,http://vocab.getty.edu/ulan/500107348,
1003933,Aristide Maillol,,,Person,,,"Maillol, Aristide","",Male,1861-01-01,"Banyuls-sur-Mer (Pyrénées-Orientales, Languedoc-Roussillon, France)",1944-01-01,"Perpignan (Pyrénées-Orientales, Languedoc-Roussillon, France)",,,http://vocab.getty.edu/ulan/500001596,
1007010,Henry Pfaff,,,Person,,,"Pfaff, Henry","",Male,1870-01-01,,1900-01-01,,,,"",
1003925,Erik Magnussen,,,Person,,,"Magnussen, Erik","",Male,1864-01-01,,1961-01-01,,,,,
1003920,Nicolaes Maes,,,Person,,,"Maes, Nicolaes","",Male,1632-01-01,"Dordrecht (South Holland, Netherlands)",1693-01-01,"Amsterdam (North Holland, Netherlands)",,,http://vocab.getty.edu/ulan/500015747,
1003919,Jacob Maentel,,,Person,,,"Maentel, Jacob","",Male,1763-01-01,"Kassel (Kassel district, Hessen state, Germany)",1863-01-01,"New Harmony (Posey county, Indiana, United States)",,,http://vocab.getty.edu/ulan/500025631,
1001682,Thomas J. Doyle,,,Person,,,"Doyle, Thomas J.","Doyle, Tom",Male,1928-01-01,"Jerry City (Wood County, Ohio, United States)",,,,,http://vocab.getty.edu/ulan/500045753,
1003815,Charles W. Locke,,,Person,,,"Locke, Charles W.","",Male,1899-01-01,"Cincinnati (Hamilton county, Ohio, United States)",1983-01-01,"Garrison (Putnam county, New York state, United States)",,,http://vocab.getty.edu/ulan/500024549,
1003797,El Lissitzky,,,Person,,,"Lissitzky, El",Lazar Lissitzky,Male,1890-01-01,"Pochinok (Smolensk oblast, Rossiya republic, Russia)",1941-01-01," Moscow (Moskva autonomous city, Rossiya republic, Russia)",,,http://vocab.getty.edu/ulan/500015156,
1003771,Etienne Frederic Lignon,,,Person,,,"Lignon, Etienne F.","",Male,1779-01-01,"Paris (Ville de Paris department, Île-de-France, France)",1833-01-01,"Paris (Ville de Paris department, Île-de-France, France)",,,http://vocab.getty.edu/ulan/500042921,
1003770,Jan Lievens,,,Person,,,"Lievens, Jan","",Male,1607-01-01,"Leyden (South Holland, Netherlands)",1674-01-01,"Amsterdam (North Holland, Netherlands)",,,http://vocab.getty.edu/ulan/500021942,
1003753,Martin Lewis,,,Person,,,"Lewis, Martin","",Male,1881-01-01,"Castlemaine (Victoria, Australia)",1962-01-01,"New York City (New York state, United States)",,,http://vocab.getty.edu/ulan/500028815,
1003748,Ernest Farnam Lewis,,,Person,,,"Lewis, Ernest F.","",Male,1883-01-01,,1950-01-01,,,,"",
1003728,William Lescaze,,,Person,,,"Lescaze, William","",Male,1896-01-01,"Geneva, Switzerland",1969-01-01,New York,,,http://vocab.getty.edu/ulan/500025522,
